-BUTYL-BUTYRYL-LACTATE,Non disponible,Non disponible,No table found
LUTEOLIN,Deiodinase-Inhibitor,not available,Jim Duke's personal files.
LUTEOLIN,Differentiator,IC>40=40 uM,"Duke, 1992 *"
LUTEOLIN,Diuretic,not available,Jim Duke's personal files.
LUTEOLIN,Estrogenic,58% genistein,"Duke, 1992 *"
LUTEOLIN,Hepatoprotective,not available,"Duke, 1992 *"
LUTEOLIN,Hyaluronidase-Inhibitor,IC50+=100-250 uM,"Duke, 1992 *"
LUTEOLIN,Hypocholesterolemic,not available,"Duke, 1992 *"
LUTEOLIN,ICAM-1-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,IKK-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,iNOS-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,Iodothyronine-Deiodinase-Inhibitor,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LUTEOLIN,Lipoxygenase-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,MAPK-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,Metalloproteinase-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,MMP-9-Inhibitor,20 uM,"Duke, 1992 *"
LUTEOLIN,Myorelaxant,not available,"Duke, 1992 *"
LUTEOLIN,NEP-Inhibitor,IC50=>42 uM,"Duke, 1992 *"
LUTEOLIN,NF-kB-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,NO-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,Pesticide,not available,"Duke, 1992 *"
LUTEOLIN,Proliferant,not available,"Duke, 1992 *"
LUTEOLIN,Prostaglandin-Synthetase-Inhibitor,not available,"Duke, 1992 *"
LUTEOLIN,Protein-Kinase-C-Inhibitor,IC70=50 uM,"Duke, 1992 *"
LUTEOLIN,PTK-Inhibitor,10-100 uM,"Duke, 1992 *"
LUTEOLIN,Succinoxidase-Inhibitor,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LUTEOLIN,TNF-alpha-Inhibitor,IC50=14.44 uM,"Duke, 1992 *"
LUTEOLIN,Topoisomerase-I-Inhibitor,not available,"Santti, R., Makela, S., Strauss, L., Korman, J., Kostian, M. L. 1998. Phytoestrogens: Potential Endocrine Disruptors in Males. Toxicol Ind Health, 14: 223-237."
LUTEOLIN,Vasodilator,not available,"Duke, 1992 *"
LUTEOLIN,VEGF-Inhibitor,IC50=2-7 uM,"Duke, 1992 *"
LUTEOLIN,Xanthine-Oxidase-Inhibitor,IC50=0.11 ug/ml,Chem. & Pharm. Bull. 38: 1772.
LUTEOLIN-3'-O-(3''-O-ACETYL)-BETA-D-GLUCURONIDE,Antioxidant,IC50=ca 25 ppm,"Phytochemistry, 37: 1463."
LUTEOLIN-3'-O-(4''-O-ACETYL)-BETA-D-GLUCURONIDE,Antioxidant,IC50=14 ppm,"Phytochemistry, 37: 1463."
LUTEOLIN-4'-GLUCOSIDE,Antiarrhythmic,not available,Jim Duke's personal files.
LUTEOLIN-4'-O-GLUCOSIDE,Anticomplementary,not available,"Duke, 1992 *"
LUTEOLIN-4'-O-GLUCOSIDE,Antioxidant,22.59 U/ml,"Duke, 1992 *"
LUTEOLIN-7-GLUCOSIDE,Aldose-Reductase-Inhibitor,IC31=1 uM,"Shimizu, M., Ito, T., Terashima, S., Hayashi, T., Arisawa, M., Morita, N., Kurokawa, S., Ito, K., and Hashimoto, Y. 1984. Inhibition of Lens Aldose Reductase by Flavonoids. Phytochemistry, 23: 1885-1888."
LUTEOLIN-7-GLUCOSIDE,Aldose-Reductase-Inhibitor,IC73=10 uM,"Duke, 1992 *"
LUTEOLIN-7-GLUCOSIDE,Antidermatic,not available,"Bisset, N.G., ed. 1994. Herbal Drugs and Phytopharmaceuticals. CRC Press. Boca Raton, FL. 566 pp."
LUTEOLIN-7-GLUCOSIDE,Antiherpetic,not available,"Economic & Medicinal Plant Research, 5: 204."
LUTEOLIN-7-GLUCOSIDE,Antiinflammatory,not available,"Bisset, N.G., ed. 1994. Herbal Drugs and Phytopharmaceuticals. CRC Press. Boca Raton, FL. 566 pp."
LUTEOLIN-7-GLUCOSIDE,Antiviral,not available,"Economic & Medicinal Plant Research, 5: 204."
LUTEOLIN-7-GLUCOSIDE,Pesticide,not available,"Duke, 1992 *"
LUTEOLIN-7-GLUCURONIDE,Aldose-Reductase-Inhibitor,IC88=10 uM,"Duke, 1992 *"
LUTEOLIN-7-GLUCURONIDE,Aldose-Reductase-Inhibitor,IC68=1 uM,"Shimizu, M., Ito, T., Terashima, S., Hayashi, T., Arisawa, M., Morita, N., Kurokawa, S., Ito, K., and Hashimoto, Y. 1984. Inhibition of Lens Aldose Reductase by Flavonoids. Phytochemistry, 23: 1885-1888."
LUTEOLIN-7-GLUCURONIDE,Antioxidant,not available,"Igile, G.O., Oleszek, W., Burda, S., and Jurzysta, M. 1995. Nutritional Assessment of Vernonia amygdalina Leaves in Growing Mice. J. Agric. Food Chem. 43: 2162-2166."
LUTEOLIN-7-O-BETA-D-GLUCOPYRANOSIDURONIC-ACID,Aldose-Reductase-Inhibitor,IC50=3.1 uM rat,"Yoshikawa, M., et al. 1999. Medicinal Flowers. I. Aldose Reductase Inhibitors and Three New Eudesmane-Type Sesquiterpenes, Kikkanols A, B, and C, From the Flowers of Chrysanthemum inducum L. Chem Pharm Bull, 47(3): 340-345."
LUTEOLIN-7-O-BETA-GLUCOPYRANOSIDE,Antioxidant,not available,"Duke, 1992 *"
LUTEOLIN-7-O-BETA-GLUCOSIDE,Antioxidant,not available,"Igile, G.O., Oleszek, W., Burda, S., and Jurzysta, M. 1995. Nutritional Assessment of Vernonia amygdalina Leaves in Growing Mice. J. Agric. Food Chem. 43: 2162-2166."
LUTEOLIN-7-O-BETA-GLUCOSIDE,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
LUTEOLIN-7-O-BETA-GLUCOSIDE,Cholagogue,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
LUTEOLIN-7-O-BETA-GLUCOSIDE,Deiodinase-Inhibitor,not available,Jim Duke's personal files.
LUTEOLIN-7-O-BETA-GLUCOSIDE,Insectiphile,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LUTEOLIN-7-O-GLUCOSIDE,Anticomplementary,not available,"Duke, 1992 *"
LUTEOLIN-7-O-GLUCOSIDE,Antihyperthyroid,not available,"Duke, 1992 *"
LUTEOLINIDIN,Pigment,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LUTEOLOL,Antibronchitic,not available,"Duke, 1992 *"
LUTEOLOL,Anticapillary-Fragility,not available,"Duke, 1992 *"
LUTEOLOL,Immunostimulant,not available,"Duke, 1992 *"
LUTEONE,Antifeedant,0.27 mM,"Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
LUTEONE,Fungicide,ED50=35-40 ug/ml,"Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
LUTEONE,Pesticide,not available,"Duke, 1992 *"
LUTEONE,Phytoalexin,not available,"Russell, G. B., Phytochemical resources for crop protection, N. Z. J. Technol., 2, 1986, 127-134."
LYACONITINE,Insecticide,not available,"Grainge, M. and Ahmed, S., Handbook of Plants with Pest-Control Properties, John Wiley & Sons, New York, NY, 1988, 470."
LYACONITINE,Pediculicide,not available,"Grainge, M. and Ahmed, S., Handbook of Plants with Pest-Control Properties, John Wiley & Sons, New York, NY, 1988, 470."
LYACONITINE,Pesticide,not available,"Duke, 1992 *"
LYCACONITINE,MDR-Inhibitor,IC50=74 ug/ml,"Kim, D. K., Kwon, H. Y., Lee, K. R., Rhee, D. K., Zee, O. P. 1998. Isolation of a Multidrug Resistance Inhibitor From Aconitum pseudo-laeve var. erectum. Arch Pharm Research, 21: 344-347."
LYCHNOSTATIN-1,Antitumor,not available,"Duke, 1992 *"
LYCHNOSTATIN-1,Cytostatic,ED50=2 ug/ml,"Duke, 1992 *"
LYCHNOSTATIN-2,Antitumor,not available,"Duke, 1992 *"
LYCHNOSTATIN-2,Cytostatic,ED50=0.192 ug/ml,"Duke, 1992 *"
LYCIUMIN-A,ACE-Inhibitor,100 ug/,"Duke, 1992 *"
LYCIUMIN-B,ACE-Inhibitor,100 ug/,"Duke, 1992 *"
LYCOBETAINE,Antileukemic,not available,"Duke, 1992 *"
LYCOBETAINE,Antisarcomic,not available,"Duke, 1992 *"
LYCOPENE,Anticancer (Bladder),not available,"Duke, 1992 *"
LYCOPENE,Anticancer (Breast),not available,"Duke, 1992 *"
LYCOPENE,Anticancer (Cervix),not available,"Duke, 1992 *"
LYCOPENE,Anticancer (Prostate),not available,"Duke, 1992 *"
LYCOPENE,Antioxidant,not available,"Duke, 1992 *"
LYCOPENE,Antiprostatitic,not available,"Duke, 1992 *"
LYCOPENE,Antiradicular,not available,"Duke, 1992 *"
LYCOPENE,Antitumor,not available,"Duke, 1992 *"
LYCOPENE,Antitumor (Bladder),not available,"Duke, 1992 *"
LYCOPENE,Antitumor (Breast),not available,"Duke, 1992 *"
LYCOPENE,Antitumor (Cervix),not available,"Duke, 1992 *"
LYCOPENE,Antitumor (Prostate),not available,"Duke, 1992 *"
LYCOPENE,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
LYCOPENE,Colorant,not available,"Duke, 1992 *"
LYCOPENE,Hypocholesterolemic,60 mg/man/day/3 mos,"Duke, 1992 *"
LYCOPENE,Prooxidant,20 ug/g,"Duke, 1992 *"
LYCOPINE,Peristaltic,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
LYCOPINE,Uterocontractant,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
LYCOPODINE,Paralytic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYCOPODINE,Peristaltic,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
LYCOPODINE,Uterocontractant,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
LYCOPSAMINE,Hepatotoxic,not available,"Duke, 1992 *"
LYCORENINE,Antifeedant,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYCORENINE,Hypotensive,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
LYCORENINE,Pesticide,not available,"Duke, 1992 *"
LYCORICIDINE,Antifeedant,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYCORICIDINE,Cytotoxic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYCORICIDINE,Herbicide,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYCORICIDINE,Pesticide,not available,"Duke, 1992 *"
LYCORINE,Analgesic,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
LYCORINE,Antibacterial,not available,"Grenand, P., Moretti, C., and Jacquemin, H. 1987. Pharmacopees Traditionnelles en Guyane.  l'ORSTROM, Paris. 569 pp."
LYCORINE,Anticholinesterase,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
LYCORINE,Antiherpetic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYCORINE,Antimalarial,IC50=0.3-0.7 ug/ml,"Rukunga, G. and Simons, A. J. 2006. The Potential of Plants as a Source of Antimalarial Agents - A Review. Africa Herbal Antimalaria Meeting. PlantaPhile Publications, Berlin. 72 pp."
LYCORINE,Antimitotic,not available,"Duke, 1992 *"
LYCORINE,Antiplasmodial,IC50=0.3-0.7 ug/ml,"Rukunga, G. and Simons, A. J. 2006. The Potential of Plants as a Source of Antimalarial Agents - A Review. Africa Herbal Antimalaria Meeting. PlantaPhile Publications, Berlin. 72 pp."
LYCORINE,Antipolio,1 ug/mL,"Duke, 1992 *"
LYCORINE,Antiproteinigenic,not available,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
LYCORINE,Antipyretic,not available,"List, P.H. and Horhammer, L., Hager's Handbuch der Pharmazeutischen Praxis, Vols. 2-6, Springer-Verlag, Berlin, 1969-1979."
LYCORINE,Antitumor,not available,"Duke, 1992 *"
LYCORINE,Antiviral,not available,"Duke, 1992 *"
LYCORINE,Cardiotonic,not available,"Duke, 1992 *"
LYCORINE,CNS-Depressant,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
LYCORINE,Cytotoxic,not available,"List, P.H. and Horhammer, L., Hager's Handbuch der Pharmazeutischen Praxis, Vols. 2-6, Springer-Verlag, Berlin, 1969-1979."
LYCORINE,Emetic,not available,"ANON. 1948-1976. The Wealth of India raw materials. Publications and Information Directorate, CSIR, New Delhi. 11 volumes."
LYCORINE,Expectorant,not available,"List, P.H. and Horhammer, L., Hager's Handbuch der Pharmazeutischen Praxis, Vols. 2-6, Springer-Verlag, Berlin, 1969-1979."
LYCORINE,Herbistat,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYCORINE,Hypnotic,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
LYCORINE,Hypotensive,not available,"Wagner & Wolff, eds. 1977. New Natural Products (RS164. I56. 176)"
LYCORINE,Myocontractant,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
LYCORINE,Pesticide,not available,"Duke, 1992 *"
LYCORINE,Protisticide,not available,"Grenand, P., Moretti, C., and Jacquemin, H. 1987. Pharmacopees Traditionnelles en Guyane.  l'ORSTROM, Paris. 569 pp."
LYCORINE,Purgative,not available,"Duke, 1992 *"
LYCORINE,Respirastimulant,not available,"Duke, 1992 *"
LYCORINE,Sedative,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
LYCORINE,Sialogogue,not available,"Duke, 1992 *"
LYCORINE,Tachycardic,not available,"Duke, 1992 *"
LYONIOL-A,Convulsant,not available,"Duke, 1992 *"
LYONIOL-A,Parkinsonigenic,not available,Oriental Materia Medica (three volumes by Dr. Hsu and collaborators)
LYSERGIC-ACID,Hallucinogenic,not available,"Cooper-Driver, G. A., Chemical substances in plants toxic to animals,  pp. 213-47 in Rechcigl, M., Jr., ed. CRC Handbook of Naturally Occurring Food Toxicants, CRC Press, Boca Raton,  1983, 339 pp."
LYSINE,Antialkalotic,not available,Martindale's 29th
LYSINE,Antiherpetic,0.5-3 g/day,"Duke, 1992 *"
LYSINE,Essential,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
LYSINE,Hypoarginanemic,250 mg/kg,Martindale's 29th
LYSINE-HYDROCHLORIDE,Antiherpetic?,"312-1,248 mg/man/day/orl",Martindale's 28th
LYSINE-HYDROCHLORIDE,Hypocholesterolemic,MAR,"Duke, 1992 *"
LYSINE-HYDROCHLORIDE,Hypotriglyceridemic,MAR,"Duke, 1992 *"
LYSOLECITHIN,Immunostimulant,0.01-1 ug/ml,"Duke, 1992 *"
LYSOLECTIN,Immunostimulant,not available,"Duke, 1992 *"
M-CRESOL,Antiseptic,not available,Merck 11th Edition
M-CRESOL,Fumigant,not available,Merck 11th Edition
M-CRESOL,Hemolytic,"3,000 ppm",Martindale's 28th
M-CRESOL,Irritant,not available,Martindale's 28th
M-CRESOL,Parasiticide,not available,"Duke, 1992 *"
M-CRESOL,Perfumery,0.10%,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
M-CRESOL,Pesticide,not available,"Duke, 1992 *"
M-CRESOL,Rodenticide,"LD50=1,100 cut rat","Duke, 1992 *"
M-HYDROXYBENZALDEHYDE,Antioxidant,not available,"Duke, 1992 *"
M-HYDROXYBENZOIC-ACID,Antisickling,not available,"Planta Medica, 56(6): 681, 1990."
M-XYLOGYDROQUINONE,Antifertility,IC50=300-350 mg/orl/woman/2 x month,"ANON. 1948-1976. The Wealth of India raw materials. Publications and Information Directorate, CSIR, New Delhi. 11 volumes."
MAACKIAIN,Antimalarial,EC50=10 ug/ml,"Chanphen, R., Thebtaranonth, Y., Wanauppathamkul, S., and Yuthavong, Y. 1998. Antimalarial Principles from Artemisia indica. J. Nat. Prod., 61 (9):1146-1147."
MAACKIAIN,Antiplasmodial,EC50=10 ug/ml,"Chanphen, R., Thebtaranonth, Y., Wanauppathamkul, S., and Yuthavong, Y. 1998. Antimalarial Principles from Artemisia indica. J. Nat. Prod., 61 (9):1146-1147."
MAACKIAIN-3-O-GLUCOSIDE,Non disponible,Non disponible,No table found
MAAKININE,Pediculicide,not available,"Duke, 1992 *"
MAAKININE,Pesticide,not available,"Duke, 1992 *"
MACHILIN-D,Antioxidant,IC50=2.9 uM,"Duke, 1992 *"
MACHILINE,Cardiodepressant,not available,"Duke, 1992 *"
MACHILINE,Hypotensive,not available,"Duke, 1992 *"
MACIN,Proteolytic,not available,"Duke, 1992 *"
MACLURIN,Dye,not available,Merck 11th Edition
MACLUROXANTHONE,Larvicide,not available,"Duke, 1992 *"
MACLUROXANTHONE,Pesticide,not available,"Duke, 1992 *"
MACLUROXANTHONE,Piscicide,not available,"Duke, 1992 *"
MACRALSTONINE,Antimalarial,IC50=8.9 uM,"Rukunga, G. and Simons, A. J. 2006. The Potential of Plants as a Source of Antimalarial Agents - A Review. Africa Herbal Antimalaria Meeting. PlantaPhile Publications, Berlin. 72 pp."
MACRALSTONINE,Antiplasmodial,IC50=8.9 uM,"Rukunga, G. and Simons, A. J. 2006. The Potential of Plants as a Source of Antimalarial Agents - A Review. Africa Herbal Antimalaria Meeting. PlantaPhile Publications, Berlin. 72 pp."
MACROCALIN-B,Cytotoxic,IC50=1.6-8.1 ug/ml,"Hou, A., Li, M, Jiang, B., Lin, Z., Ji, S., Zhou, Y., Sun, H. 2000. New 7,20:14,20-Diepoxy ent-Kauranoids from Isodon xerophilus. J. Natural Products, 63(5): 599-601."
MACROCARPAL-A,Aldose-Reductase-Inhibitor,IC50=2 uM,"Duke, 1992 *"
MACROCARPAL-A,Aldose-Reductase-Inhibitor,IC50=10 uM,"Duke, 1992 *"
MACROCARPAL-A,Antibacterial,MIC=1->100,"Duke, 1992 *"
MACROCARPAL-A,Anticariogenic,MIC=0.39-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-A,Antiperiodontic,MIC=0.39-6.25 ug/ml,"Duke, 1992 *"
MACROCARPAL-A,Antistreptococcic,MIC=0.78-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-A,Candidicide,MIC=>100,"Duke, 1992 *"
MACROCARPAL-A,Gram(+)icide,MIC=0.39-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-A,Gram(-)icide,MIC=0.39-6.25 ug/ml,"Duke, 1992 *"
MACROCARPAL-A,GTase-Inhibitor,IC97=100 ug/ml,"Duke, 1992 *"
MACROCARPAL-A,Reverse-Transcriptase-Inhibitor,IC50-10 uM,"Duke, 1992 *"
MACROCARPAL-B,Aldose-Reductase-Inhibitor,IC50=2.8 uM,"Duke, 1992 *"
MACROCARPAL-B,Antibacterial,MIC=0.4->100,"Duke, 1992 *"
MACROCARPAL-B,Anticariogenic,MIC=0.39-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-B,Antiperiodontic,MIC=0.78-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-B,Antistreptococcic,MIC=1.56-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-B,Candidicide,MIC=>100,"Duke, 1992 *"
MACROCARPAL-B,Gram(+)icide,MIC=0.39-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-B,Gram(-)icide,MIC=0.78-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-B,GTase-Inhibitor,IC97=100 ug/ml,"Duke, 1992 *"
MACROCARPAL-B,Reverse-Transcriptase-Inhibitor,IC50=10 uM,"Duke, 1992 *"
MACROCARPAL-C,Antibacterial,MIC=0.2->100,"Duke, 1992 *"
MACROCARPAL-C,Anticariogenic,MIC=0.2-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-C,Antiperiodontic,MIC=0.2-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-C,Antistreptococcic,MIC=0.39-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-C,Candidicide,MIC=>100,"Duke, 1992 *"
MACROCARPAL-C,Gram(+)icide,MIC=0.2-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-C,Gram(-)icide,MIC=0.2-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-C,GTase-Inhibitor,IC99=100 ug/ml,"Duke, 1992 *"
MACROCARPAL-D,Aldose-Reductase-Inhibitor,IC50=2 uM,"Duke, 1992 *"
MACROCARPAL-D,Antibacterial,MIC=1->100,"Duke, 1992 *"
MACROCARPAL-D,Anticariogenic,MIC=0.39-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-D,Antiperiodontic,MIC=0.39-6.25 ug/ml,"Duke, 1992 *"
MACROCARPAL-D,Antistreptococcic,MIC=0.39-1.56 ug/ml,"Duke, 1992 *"
MACROCARPAL-D,Candidicide,MIC=>100,"Duke, 1992 *"
MACROCARPAL-D,Gram(+)icide,MIC=0.39=3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-D,Gram(-)icide,MIC=0.39-6.25 ug/ml,"Duke, 1992 *"
MACROCARPAL-D,GTase-Inhibitor,IC99=100 ug/ml,"Duke, 1992 *"
MACROCARPAL-D,Pesticide,not available,"Duke, 1992 *"
MACROCARPAL-D,Reverse-Transcriptase-Inhibitor,IC50=10 uM,"Duke, 1992 *"
MACROCARPAL-E,Antibacterial,MIC=1->100,"Duke, 1992 *"
MACROCARPAL-E,Candidicide,MIC=>100,"Duke, 1992 *"
MACROCARPAL-F,Antibacterial,MIC=1->100,"Duke, 1992 *"
MACROCARPAL-F,Candidicide,MIC=>100,"Duke, 1992 *"
MACROCARPAL-G,Aldose-Reductase-Inhibitor,IC50=2.7 uM,"Duke, 1992 *"
MACROCARPAL-G,Antibacterial,MIC=1->100,"Duke, 1992 *"
MACROCARPAL-G,Candidicide,MIC=>100,"Duke, 1992 *"
MACROCARPAL-G,Reverse-Transcriptase-Inhibitor,IC50=10 uM,"Duke, 1992 *"
MACROCARPAL-H,Antibacterial,MIC=0.39-6.25 ug/ml,"Duke, 1992 *"
MACROCARPAL-H,Anticariogenic,MIC=0.39-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-H,Antiperiodontic,MIC=0.78-6.25 ug/ml,"Duke, 1992 *"
MACROCARPAL-H,Antistreptococcic,MIC=1.56-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-H,Gram(+)icide,MIC=0.39-3.13 ug/ml,"Duke, 1992 *"
MACROCARPAL-H,Gram(-)icide,MIC=0.78-6.25 ug/ml,"Duke, 1992 *"
MACROCARPAL-H,GTase-Inhibitor,IC98=100 ug/ml,"Duke, 1992 *"
MACROCARPAL-H,Pesticide,not available,"Duke, 1992 *"
MACROCARPAL-I,Antibacterial,MIC=6.25-100 ug/ml,"Duke, 1992 *"
MACROCARPAL-I,Anticariogenic,MIC=12.5-100 ug/ml,"Duke, 1992 *"
MACROCARPAL-I,Antiperiodontic,MIC=6.25-25 ug/ml,"Duke, 1992 *"
